pack_v_max,pack_v_ptp,pack_v_kurtosis,pack_v_skew,pack_v_meandiff,pack_p_ptp,pack_p_kurtosis,pack_p_skew,pack_p_meandiff,dqdv_peak_05,dqdv_05_ptp,dqdv_peak_10,dqdv_10_ptp,window_range,window_range_idx,window_median,order_id,rated_energy,rated_voltage,rated_capacity,soh
121.7137,0.2480000000000046,,,0.0001933471933472,22.10149999999885,-0.8948754850366512,0.3479082091016117,0.0139032224532231,21.378807833333333,0.0,21.378807833333333,0.0,energy_60_70,0.0,1,01 0593-271Ah - toXY.xlsx,26.016,96.0,271,0.7359
109.623,2.294200000000004,-0.9371304226247936,-0.4400869159064939,0.0290405063291139,114.72419999999966,-0.9470863038108072,-0.434206615636662,1.452205063291135,0.3889474444444444,0.3333884444444445,0.6389715555555556,0.5000654444444446,time_0_10,0.0,1,01 0593-271Ah - toXY.xlsx,26.016,96.0,271,0.7359
120.9697,0.3719999999999999,-0.9274749291064176,-0.1398701397761194,0.0010367892976588,31.25669999999991,-0.9012275253020584,-0.148778863777202,0.0829468227424768,6.644753472222222,0.0,6.644753472222222,0.0,time_100_110,0.0,1,01 0593-271Ah - toXY.xlsx,26.016,96.0,271,0.7359
116.3194,2.914200000000008,-1.125490999260252,-0.1916827330564892,0.0095391304347826,205.40639999999985,-1.127489969763381,-0.192069214639165,0.6725892976588621,1.4000379444444442,1.011140333333333,2.197269694444444,0.5444518333333324,time_10_20,0.0,1,01 0593-271Ah - toXY.xlsx,26.016,96.0,271,0.7359
121.1557,0.3100000000000023,-0.9151575485732342,,0.000829431438127,26.302299999999377,-0.9552025249490672,-0.0384717296039769,0.0663575250836095,6.644787916666666,0.0,6.644787916666666,0.0,time_110_120,0.0,1,01 0593-271Ah - toXY.xlsx,26.016,96.0,271,0.7359
121.2797,0.186000000000007,-0.1862014283265356,-0.1674115298340172,0.0002073578595317,17.133600000001024,-0.094467974243269,-0.1812304556151316,0.0140759197324388,6.644768972222222,0.0,6.644768972222222,0.0,time_120_130,0.0,1,01 0593-271Ah - toXY.xlsx,26.016,96.0,271,0.7359
121.2797,0.0620000000000118,,,0.0002073578595318,7.965799999999945,5.159741791725757,-2.363809832516917,0.0115602006688971,6.644756916666666,0.0,6.644756916666666,0.0,time_130_140,0.0,1,01 0593-271Ah - toXY.xlsx,26.016,96.0,271,0.7359
121.3417,0.0619999999999976,,,0.0002073578595317,7.967399999999543,-1.7199569995370276,0.2329276460579802,0.0115635451505031,6.644781027777778,0.0,6.644781027777778,0.0,time_140_150,0.0,1,01 0593-271Ah - toXY.xlsx,26.016,96.0,271,0.7359
121.4657,0.1239999999999952,-1.7870483398898886,0.1303220848276512,0.0002073578595317,11.42489999999998,-1.6049145660849544,0.1440507176716134,0.0165896321070194,6.644793083333333,0.0,6.644793083333333,0.0,time_160_170,0.0,1,01 0593-271Ah - toXY.xlsx,26.016,96.0,271,0.7359
121.4657,0.0619999999999976,,,0.0,6.465400000000955,14.947860769390848,2.4251034767508384,0.0050344481605314,6.644762083333333,0.0,6.644762083333333,0.0,time_170_180,0.0,1,01 0593-271Ah - toXY.xlsx,26.016,96.0,271,0.7359
